GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
667,-2060.9559,-19014.2569,-3429.5759,86.9003604,99.744,-21075.2128,-3342.6755396,-24318.1443396
668,-2045.6899,-18967.6033,-3475.4412,88.04594664,92.3675,-21013.2932,-3387.39525336,-24308.3209534
669,-2042.4506,-18958.3224,-3422.6215,87.49344168,97.6336,-21000.773,-3335.12805832,-24238.2674583
670,-2058.7998,-19009.0534,-3423.0888,87.66980424,113.4241,-21067.8532,-3335.41899576,-24289.8480958
671,-2041.0206,-19050.5781,-3395.6449,87.54198048,95.9982,-21091.5987,-3308.10291952,-24303.7034195
672,-2026.7647,-19106.4655,-3352.8552,87.78149208,103.3659,-21133.2302,-3265.07370792,-24294.9380079
673,-2041.7373,-18992.8723,-3425.3845,87.41838312,95.8304,-21034.6096,-3337.96611688,-24276.7453169
674,-2016.4955,-19030.4556,-3385.1462,89.5821156,106.723,-21046.9511,-3295.5640844,-24235.7921844
675,-2056.4569,-19000.4065,-3407.179,86.4715644,97.6446,-21056.8634,-3320.7074356,-24279.9262356
676,-2051.3241,-19103.0982,-3367.1537,86.36344992,101.8511,-21154.4223,-3280.79025008,-24333.3614501
677,-2019.8875,-19061.9507,-3394.9657,87.0157224,86.6867,-21081.8382,-3307.9499776,-24303.1014776
678,-1984.5004,-19155.8942,-3353.7059,89.2867356,83.7877,-21140.3946,-3264.4191644,-24321.0260644
679,-2049.9572,-19190.3099,-3308.5476,85.37210784,100.2421,-21240.2671,-3223.17549216,-24363.2004922
680,-2042.5883,-19092.8404,-3368.9976,87.70473504,104.5006,-21135.4287,-3281.29286496,-24312.220965
681,-2035.0159,-19067.5558,-3397.7692,87.83482968,89.6001,-21102.5717,-3309.93437032,-24322.9059703
682,-2036.9922,-19076.2053,-3405.8899,86.9022144,91.1375,-21113.1975,-3318.9876856,-24341.0476856
683,-2040.852,-19143.5982,-3338.6146,87.72846264,96.3945,-21184.4502,-3250.88613736,-24338.9418374
684,-2043.3389,-19105.5968,-3401.7082,87.59622888,98.1088,-21148.9357,-3314.11197112,-24364.9388711
685,-2036.4055,-19048.5595,-3408.0612,87.11734752,104.3464,-21084.965,-3320.94385248,-24301.5624525
686,-2020.1895,-19138.9258,-3353.9817,87.85705464,96.6176,-21159.1153,-3266.12464536,-24328.6223454
687,-2020.0087,-19081.3809,-3370.4582,86.96451096,93.2699,-21101.3896,-3283.49368904,-24291.613389
688,-2028.4012,-19090.8958,-3367.7696,86.82505272,98.9577,-21119.297,-3280.94454728,-24301.2838473
689,-2056.825,-19132.5174,-3325.2279,84.81609288,85.7966,-21189.3424,-3240.41180712,-24343.9576071
690,-2045.2246,-19139.1821,-3342.8648,87.49851336,91.4632,-21184.4067,-3255.36628664,-24348.3097866
691,-2053.3959,-19086.2158,-3337.5923,85.67254872,86.5968,-21139.6117,-3251.91975128,-24304.9346513
692,-2019.637,-19152.8223,-3298.3491,86.83404336,87.6559,-21172.4593,-3211.51505664,-24296.3184566
693,-2010.759,-19268.3412,-3242.6463,85.74561864,87.3544,-21279.1002,-3156.90068136,-24348.6464814
694,-2014.0067,-19219.9638,-3280.9858,85.26779928,90.2328,-21233.9705,-3195.71800072,-24339.4557007
695,-1987.5591,-19242.6748,-3292.0089,88.15097304,95.247,-21230.2339,-3203.85792696,-24338.844827
696,-2032.1226,-19209.4241,-3283.0439,85.20945696,92.5691,-21241.5467,-3197.83444304,-24346.812043
697,-2023.6667,-19095.005,-3345.9103,85.6018296,107.2985,-21118.6717,-3260.3084704,-24271.6816704
698,-2037.744,-19118.6798,-3354.969,86.8966956,92.6747,-21156.4238,-3268.0723044,-24331.8214044
699,-1996.2808,-19179.2503,-3356.3493,88.79196456,84.0322,-21175.5311,-3267.55733544,-24359.0562354
700,-2005.9541,-19130.1686,-3336.9256,87.87621816,95.8093,-21136.1227,-3249.04938184,-24289.3627818
701,-2033.9334,-19115.5067,-3357.0843,87.49997568,101.4177,-21149.4401,-3269.58432432,-24317.6067243
702,-2050.7304,-19143.0121,-3337.2126,86.11457904,106.8228,-21193.7425,-3251.09802096,-24338.017721
703,-2020.8015,-19123.2651,-3357.7182,86.96106936,100.7284,-21144.0666,-3270.75713064,-24314.0953306
704,-2001.901,-19109.6699,-3350.2146,86.33962872,91.7973,-21111.5709,-3263.87497128,-24283.6485713
705,-2045.6809,-19146.3805,-3343.6107,85.11479136,92.7744,-21192.0614,-3258.49590864,-24357.7829086
706,-2057.1136,-19160.0301,-3320.8281,84.30152256,101.1292,-21217.1437,-3236.52657744,-24352.5410774
707,-2021.0875,-19201.9861,-3281.4579,84.4524576,83.0186,-21223.0736,-3197.0054424,-24337.0604424
708,-2059.3913,-19124.1385,-3312.8618,84.67832232,92.7949,-21183.5298,-3228.18347768,-24318.9183777
709,-2037.3401,-19195.9014,-3309.4355,86.64616872,99.0548,-21233.2415,-3222.78933128,-24356.9760313
710,-2031.9634,-19125.5863,-3329.9232,86.12590464,94.8113,-21157.5497,-3243.79729536,-24306.5356954
711,-2060.9105,-19071.2356,-3356.3867,85.33873728,99.4046,-21132.1461,-3271.04796272,-24303.7894627
712,-2063.3965,-19059.5563,-3391.2952,85.0086036,89.6929,-21122.9528,-3306.2865964,-24339.5464964
713,-2041.302,-19114.4586,-3387.9482,87.27942816,103.9896,-21155.7606,-3300.66877184,-24352.4397718
714,-2034.3647,-19089.5066,-3364.8526,87.17526504,91.9406,-21123.8713,-3277.67733496,-24309.608035
715,-2065.244,-19033.6846,-3394.8843,87.0801516,100.745,-21098.9286,-3307.8041484,-24305.9877484
716,-2030.88,-19066.5096,-3356.5601,86.68647576,84.0907,-21097.3896,-3269.87362424,-24283.1725242
717,-2039.8631,-19117.0592,-3369.3313,86.80592232,100.9407,-21156.9223,-3282.52537768,-24338.5069777
718,-1984.4156,-19118.6223,-3362.5922,89.23715352,92.4303,-21103.0379,-3273.35504648,-24283.9626465
719,-2030.3264,-19029.6054,-3384.3092,88.1115048,102.9139,-21059.9318,-3296.1976952,-24253.2155952
720,-2060.0888,-19042.2976,-3368.4107,87.36025392,92.9162,-21102.3864,-3281.05044608,-24290.5206461
721,-2021.4758,-19116.7792,-3331.5891,86.59252512,93.3333,-21138.255,-3244.99657488,-24289.9182749
722,-2015.727,-19154.9037,-3325.0815,88.37933328,103.6141,-21170.6307,-3236.70216672,-24303.7187667
723,-2044.2666,-19131.7064,-3343.0942,86.64717456,99.6618,-21175.973,-3256.44702544,-24332.7582254
724,-2027.6098,-19253.0002,-3270.0841,87.16770216,97.7774,-21280.61,-3182.91639784,-24365.7489978
725,-2041.1137,-19267.0974,-3248.8311,84.6104796,102.0593,-21308.2111,-3164.2206204,-24370.3724204
726,-2036.977,-19294.8107,-3229.3171,84.64276728,99.834,-21331.7877,-3144.67433272,-24376.6280327
727,-2071.8394,-19270.282,-3244.3968,84.35461032,93.2424,-21342.1214,-3160.04218968,-24408.9211897
728,-2059.3278,-19253.1182,-3249.5807,84.1030776,92.6233,-21312.446,-3165.4776224,-24385.3003224
729,-2029.3108,-19308.8549,-3243.3321,85.77110592,104.3179,-21338.1657,-3157.56099408,-24391.4087941
730,-2020.805,-19287.4744,-3209.6827,84.9816396,95.7436,-21308.2794,-3124.7010604,-24337.2368604
731,-2060.0919,-19295.0241,-3205.9493,85.15971792,101.2111,-21355.116,-3120.78958208,-24374.6944821
732,-2018.1686,-19224.0563,-3249.8877,85.465764,100.9517,-21242.2249,-3164.421936,-24305.695136
733,-2076.535,-19243.1973,-3286.8947,83.7933912,96.3352,-21319.7323,-3203.1013088,-24426.4984088
734,-2065.7648,-19208.5611,-3300.7515,82.70282592,94.0165,-21274.3259,-3218.04867408,-24398.3580741
735,-2074.2621,-19109.2652,-3342.0661,84.68753328,91.5325,-21183.5273,-3257.37856672,-24349.3733667
736,-2021.4312,-19215.0315,-3282.1819,85.1762844,96.283,-21236.4627,-3197.0056156,-24337.1853156
737,-2054.5845,-19219.1781,-3285.5141,86.70743496,99.871,-21273.7626,-3198.80666504,-24372.698265
738,-2067.8046,-19125.4089,-3355.1222,85.1253912,90.2775,-21193.2135,-3269.9968088,-24372.9328088
739,-2024.2256,-19102.392,-3349.7458,87.79064976,102.8282,-21126.6176,-3261.95515024,-24285.7445502
740,-2033.0119,-19152.5851,-3283.2063,86.11998624,97.4372,-21185.597,-3197.08631376,-24285.2461138
741,-2039.0785,-19150.7301,-3339.3833,86.94863352,106.352,-21189.8086,-3252.43466648,-24335.8912665
742,-2023.9152,-19157.508,-3306.7055,86.324184,86.4481,-21181.4232,-3220.381316,-24315.356416
743,-2059.9777,-19131.163,-3307.8703,85.71462552,105.0445,-21191.1407,-3222.15567448,-24308.2518745
744,-2047.384,-19115.8247,-3342.6183,84.6479304,99.2657,-21163.2087,-3257.9703696,-24321.9133696
745,-2053.744,-19101.3133,-3352.1778,87.86857752,97.1951,-21155.0573,-3264.30922248,-24322.1714225
746,-2050.5254,-18969.3813,-3385.7804,87.03062784,93.9346,-21019.9067,-3298.74977216,-24224.7218722
747,-2021.5795,-19063.7899,-3415.4747,87.61674024,95.4159,-21085.3694,-3327.85795976,-24317.8114598
748,-2035.1966,-19013.2762,-3378.6232,86.46641424,100.9949,-21048.4728,-3292.15678576,-24239.6346858
749,-2037.1592,-19089.8902,-3378.3483,87.2945208,95.6116,-21127.0494,-3291.0537792,-24322.4915792
750,-2060.5639,-19115.8344,-3332.7806,86.76866736,88.4431,-21176.3983,-3246.01193264,-24333.9671326
751,-2034.1811,-19136.1203,-3328.4487,85.19561496,100.5007,-21170.3014,-3243.25308504,-24313.053785
752,-2039.6549,-19096.4649,-3332.1675,85.51752264,81.0921,-21136.1198,-3246.64997736,-24301.6776774
753,-2021.6345,-19105.5022,-3299.8549,87.11550216,88.1056,-21127.1367,-3212.73939784,-24251.7704978
754,-2020.1645,-19059.6248,-3344.893,88.82495424,86.2987,-21079.7893,-3256.06804576,-24249.5586458
755,-2021.5786,-19140.4091,-3325.5364,89.12748672,86.108,-21161.9877,-3236.40891328,-24312.2886133
756,-2026.6955,-19186.0318,-3301.7889,86.925762,96.3595,-21212.7273,-3214.863138,-24331.230938
757,-2036.3154,-19122.1758,-3296.1297,86.18523696,86.3389,-21158.4912,-3209.94446304,-24282.096763
758,-2014.8539,-19138.0152,-3322.3354,87.96489336,94.0722,-21152.8691,-3234.37050664,-24293.1674066
759,-2042.0063,-19142.1684,-3313.4548,87.34998888,101.4196,-21184.1747,-3226.10481112,-24308.8599111
760,-2031.4234,-19091.9346,-3357.1,87.3643644,110.1472,-21123.358,-3269.7356356,-24282.9464356
761,-2015.2201,-19019.0332,-3390.0203,87.00806664,97.1153,-21034.2533,-3303.01223336,-24240.1502334
762,-2032.9516,-19076.5516,-3359.2175,87.95592864,85.4101,-21109.5032,-3271.26157136,-24295.3546714
763,-2040.4455,-19130.5428,-3311.9121,87.93576936,84.8734,-21170.9883,-3223.97633064,-24310.0912306
764,-2045.122,-19169.5312,-3315.8906,86.56350912,93.6193,-21214.6532,-3229.32709088,-24350.3609909
765,-2003.8436,-19075.5276,-3352.1807,87.55993224,103.8101,-21079.3712,-3264.62076776,-24240.1818678
766,-2041.1035,-19156.5122,-3326.1257,86.4344376,106.1212,-21197.6157,-3239.6912624,-24331.1857624
767,-2052.8241,-19084.0961,-3358.4304,86.50260288,97.6636,-21136.9202,-3271.92779712,-24311.1843971
768,-2056.3061,-19138.634,-3332.2656,87.87633408,96.8794,-21194.9401,-3244.38926592,-24342.4499659
769,-2036.6282,-19184.9423,-3286.5028,87.67112184,96.114,-21221.5705,-3198.83167816,-24324.2881782
770,-2032.7609,-19178.7237,-3275.0008,88.06390128,117.1479,-21211.4846,-3186.93689872,-24281.2735987
771,-2015.1295,-19194.2815,-3289.1581,88.42248432,100.6996,-21209.411,-3200.73561568,-24309.4470157
772,-2076.8828,-19061.4454,-3371.8253,87.03476928,86.914,-21138.3282,-3284.79053072,-24336.2047307
773,-2009.5694,-19111.5021,-3356.3356,90.23199984,93.7413,-21121.0715,-3266.10360016,-24293.4338002
774,-2034.0395,-19134.6851,-3380.105,89.73056016,103.8423,-21168.7246,-3290.37443984,-24355.2567398
775,-2011.4298,-19073.2467,-3371.5538,89.11036584,103.947,-21084.6765,-3282.44343416,-24263.1729342
776,-2024.7198,-19058.562,-3349.5487,89.99108568,89.3496,-21083.2818,-3259.55761432,-24253.4898143
777,-2016.8206,-19111.5195,-3356.0817,89.23744944,103.5381,-21128.3401,-3266.84425056,-24291.6462506
778,-2031.3687,-19064.1902,-3384.113,88.83899424,85.2588,-21095.5589,-3295.27400576,-24305.5741058
779,-2035.3759,-19127.262,-3342.4919,88.45840944,98.4876,-21162.6379,-3254.03349056,-24318.1837906
780,-2021.0423,-19074.8025,-3380.101,88.06444488,93.6567,-21095.8448,-3292.03655512,-24294.2246551
781,-2050.4369,-19048.317,-3397.1115,87.1969932,84.0941,-21098.7539,-3309.9145068,-24324.5743068
782,-2003.228,-19114.9234,-3374.4221,90.98254584,97.6772,-21118.1514,-3283.43955416,-24303.9137542
783,-2040.5152,-19090.864,-3332.7141,87.04177416,93.7859,-21131.3792,-3245.67232584,-24283.2656258
784,-2023.7225,-19119.9417,-3350.4033,88.3175148,98.0308,-21143.6642,-3262.0857852,-24307.7191852
785,-2038.0051,-18995.0225,-3412.138,87.85941768,103.8033,-21033.0276,-3324.27858232,-24253.5028823
786,-2008.4378,-19094.6007,-3347.6893,88.25453136,95.2884,-21103.0385,-3259.43476864,-24267.1848686
787,-2017.8647,-19062.3371,-3375.4281,87.744546,92.5664,-21080.2018,-3287.683554,-24275.318954
788,-2001.6889,-19034.8439,-3424.4547,89.44275168,101.0079,-21036.5328,-3335.01194832,-24270.5368483
789,-2008.454,-19093.0722,-3361.5043,88.29931392,90.0741,-21101.5262,-3273.20498608,-24284.6570861
790,-2025.9159,-19091.8314,-3386.4905,90.03614328,91.47,-21117.7473,-3296.45435672,-24322.7316567
791,-2033.4968,-19024.9894,-3381.9888,88.34890464,85.577,-21058.4862,-3293.63989536,-24266.5490954
792,-2023.7313,-19074.0766,-3351.1673,88.60384368,83.6434,-21097.8079,-3262.56345632,-24276.7279563
793,-2049.7339,-19151.813,-3348.8676,87.53756544,107.9537,-21201.5469,-3261.33003456,-24354.9232346
794,-2014.1912,-19068.2499,-3412.2842,89.25390432,90.214,-21082.4411,-3323.03029568,-24315.2573957
795,-2007.2385,-19148.7285,-3349.5378,87.98305608,102.7034,-21155.967,-3261.55474392,-24314.8183439
796,-2014.3184,-19159.2861,-3316.9682,87.77826792,103.8476,-21173.6045,-3229.18993208,-24298.9468321
797,-2031.6711,-19073.5298,-3342.6824,88.99469784,98.4392,-21105.2009,-3253.68770216,-24260.4494022
798,-1997.7755,-19122.5169,-3329.1828,87.99978384,97.1686,-21120.2924,-3241.18301616,-24264.3068162
799,-2013.9508,-19064.0552,-3377.6821,90.3003264,80.1632,-21078.006,-3287.3817736,-24285.2245736
800,-2000.011,-19072.3838,-3354.8802,89.32132368,90.4627,-21072.3948,-3265.55887632,-24247.4909763
801,-2043.8789,-19089.806,-3336.1069,88.57484424,93.4585,-21133.6849,-3247.53205576,-24287.7584558
802,-2031.6556,-19116.7945,-3323.3992,87.47176824,111.2565,-21148.4501,-3235.92743176,-24273.1210318
803,-2026.5285,-19089.1516,-3384.5214,87.51151584,100.8316,-21115.6801,-3297.00988416,-24311.8583842
804,-1998.4089,-19062.42,-3412.1815,90.12985272,92.4111,-21060.8289,-3322.05164728,-24290.4694473
805,-1991.6764,-19047.9761,-3402.4559,89.39125584,91.1314,-21039.6525,-3313.06464416,-24261.5857442
806,-2051.0339,-18957.758,-3428.0795,87.85687896,92.7253,-21008.7919,-3340.22262104,-24256.289221
807,-2022.8579,-19091.702,-3385.4444,87.90587208,82.8659,-21114.5599,-3297.53852792,-24329.2325279
808,-2059.6812,-19110.0808,-3376.8198,85.54216536,102.4331,-21169.762,-3291.27763464,-24358.6065346
809,-2023.4282,-19150.8364,-3352.7152,87.799932,91.3871,-21174.2646,-3264.915268,-24347.792768
810,-2001.8902,-19029.9051,-3407.5607,88.43375448,91.3115,-21031.7953,-3319.12694552,-24259.6107455
811,-2030.2052,-18981.578,-3481.0889,88.42216464,105.964,-21011.7832,-3392.66673536,-24298.4859354
812,-2037.8533,-19018.8946,-3416.1739,89.43079248,96.8205,-21056.7479,-3326.74310752,-24286.6705075
813,-1985.6737,-19218.2166,-3330.8718,89.01209736,96.5492,-21203.8903,-3241.85970264,-24349.2008026
814,-2021.9889,-19031.8258,-3414.1125,89.18876736,92.8894,-21053.8147,-3324.92373264,-24285.8490326
815,-2014.0812,-19039.4311,-3428.9538,88.08366024,105.808,-21053.5123,-3340.87013976,-24288.5744398
816,-1988.6281,-19095.1686,-3382.8278,90.06195672,91.999,-21083.7967,-3292.76584328,-24284.5635433
817,-2023.6593,-19071.6827,-3428.8296,88.10668728,86.1315,-21095.342,-3340.72291272,-24349.9334127
818,-2007.8375,-19130.3068,-3386.1738,88.41845736,90.9779,-21138.1443,-3297.75534264,-24344.9217426
819,-2028.037,-18977.0524,-3478.101,88.61860512,92.3557,-21005.0894,-3389.48239488,-24302.2160949
820,-2060.2214,-18951.785,-3462.2669,86.63663088,90.8983,-21012.0064,-3375.63026912,-24296.7383691
821,-2056.8718,-19022.4791,-3448.7286,87.5709144,93.7367,-21079.3509,-3361.1576856,-24346.7718856
822,-2037.8335,-18936.1178,-3463.3439,89.237466,94.2042,-20973.9513,-3374.106434,-24253.853534
823,-2022.2921,-18944.9071,-3481.5487,87.81034536,96.8778,-20967.1992,-3393.73835464,-24264.0597546
824,-2022.5198,-19006.5067,-3425.8943,88.51447872,97.7254,-21029.0265,-3337.37982128,-24268.6809213
825,-2014.4917,-19029.8416,-3459.1433,88.9890984,91.5471,-21044.3333,-3370.1542016,-24322.9404016
826,-2008.5766,-19060.0964,-3417.8166,88.88034744,95.8675,-21068.673,-3328.93625256,-24301.7417526
827,-2007.6675,-19038.788,-3410.3571,89.4651516,92.5322,-21046.4555,-3320.8919484,-24274.8152484
828,-2025.7731,-19092.488,-3388.2716,86.96992752,93.5946,-21118.2611,-3301.30167248,-24325.9681725
829,-2004.3084,-19149.1706,-3359.0692,88.35811704,90.8503,-21153.479,-3270.71108296,-24333.339783
830,-2042.0579,-19073.6056,-3423.8861,88.45296624,90.126,-21115.6635,-3335.43313376,-24360.9706338
831,-2004.5961,-19053.069,-3439.0263,91.2696192,106.7903,-21057.6651,-3347.7566808,-24298.6314808
832,-2008.3048,-19015.9343,-3457.6477,91.1374884,90.4672,-21024.2391,-3366.5102116,-24300.2821116
833,-2001.9059,-19012.2572,-3422.5335,90.55311768,90.1654,-21014.1631,-3331.98038232,-24255.9780823
834,-2038.4349,-19060.1449,-3430.8187,87.88198464,100.498,-21098.5798,-3342.93671536,-24341.0185154
835,-2009.6502,-19072.0424,-3398.5372,88.36950744,85.4287,-21081.6926,-3310.16769256,-24306.4315926
836,-2008.46,-19081.4318,-3403.9725,87.33841776,93.4026,-21089.8918,-3316.63408224,-24313.1232822
837,-2016.3635,-19061.8436,-3438.4352,90.1403784,112.8312,-21078.2071,-3348.2948216,-24313.6707216
838,-2029.2256,-19076.0291,-3409.5394,88.10834616,88.7483,-21105.2547,-3321.43105384,-24337.9374538
839,-2003.4682,-19014.0624,-3448.1156,88.87652784,95.5155,-21017.5306,-3359.23907216,-24281.2541722
840,-2043.6023,-18959.0677,-3479.5197,88.17622344,100.3032,-21002.67,-3391.34347656,-24293.7102766
841,-1991.1947,-18976.272,-3491.6237,90.00370728,98.5287,-20967.4667,-3401.61999272,-24270.5579927
842,-1998.9686,-19029.2431,-3492.0029,90.62961912,89.5431,-21028.2117,-3401.37328088,-24340.0418809
843,-2021.2516,-19019.1133,-3457.861,90.277218,89.1161,-21040.3649,-3367.583782,-24318.832582
844,-2046.3851,-19005.0703,-3479.8612,89.56080936,96.9744,-21051.4554,-3390.30039064,-24344.7813906
845,-2027.0002,-18977.2249,-3484.1145,89.44638984,93.8797,-21004.2251,-3394.66811016,-24305.0135102
846,-2011.9345,-19044.789,-3435.9419,90.86754528,101.992,-21056.7235,-3345.07435472,-24299.8058547
847,-2015.3332,-19089.3732,-3363.2346,87.45582024,98.2289,-21104.7064,-3275.77877976,-24282.2562798
848,-2055.5249,-19091.6147,-3380.9716,87.41952792,103.4119,-21147.1396,-3293.55207208,-24337.2797721
849,-2018.2969,-19114.395,-3384.3572,88.54713288,91.814,-21132.6919,-3295.81006712,-24336.6879671
850,-2035.8806,-19056.7892,-3442.8297,89.07265224,88.8918,-21092.6698,-3353.75704776,-24357.5350478
851,-2015.7602,-19074.2396,-3438.3448,90.29860056,101.1914,-21089.9998,-3348.04619944,-24336.8545994
852,-2004.8977,-18989.8906,-3444.2172,89.81054136,83.8352,-20994.7883,-3354.40665864,-24265.3597586
853,-2001.6196,-19106.752,-3420.9323,89.25821352,88.8263,-21108.3716,-3331.67408648,-24351.2193865
854,-2033.0836,-19012.7047,-3449.7401,87.9144372,92.1782,-21045.7883,-3361.8256628,-24315.4357628
855,-1995.2069,-19076.567,-3443.6057,89.01160488,88.6237,-21071.7739,-3354.59409512,-24337.7442951
856,-2014.3825,-19074.0275,-3417.7121,87.65567424,98.1414,-21088.41,-3330.05642576,-24320.3250258
857,-1973.3629,-19054.3195,-3459.6488,91.04476464,84.3612,-21027.6824,-3368.60403536,-24311.9252354
858,-2003.9891,-19026.4921,-3468.4668,90.36945936,92.5669,-21030.4812,-3378.09734064,-24316.0116406
859,-2014.202,-19015.9012,-3478.2549,89.27282376,100.2147,-21030.1032,-3388.98207624,-24318.8705762
860,-2022.5077,-19063.8558,-3425.3561,90.59946624,102.0795,-21086.3635,-3334.75663376,-24319.0406338
861,-2011.4078,-18950.5605,-3503.2121,87.85234656,91.1043,-20961.9683,-3415.35975344,-24286.2237534
862,-2041.2135,-19064.3779,-3401.2783,86.25412656,94.2318,-21105.5914,-3315.02417344,-24326.3837734
863,-2034.7904,-19071.1518,-3393.4553,87.378264,87.8218,-21105.9422,-3306.077036,-24324.197436
864,-2049.0564,-19063.1845,-3382.9096,85.86750168,90.0024,-21112.2409,-3297.04209832,-24319.2805983
865,-2014.7178,-19098.2772,-3356.5428,86.82109992,94.3137,-21112.995,-3269.72170008,-24288.4030001
866,-2016.1004,-19198.4641,-3315.2715,87.39667584,101.5993,-21214.5645,-3227.87482416,-24340.8400242
867,-2028.9719,-19013.6247,-3429.1455,88.59268152,108.3528,-21042.5966,-3340.55281848,-24274.7966185
868,-2031.3948,-19061.4818,-3415.2743,89.75884968,93.1201,-21092.8766,-3325.51545032,-24325.2719503
869,-2021.3462,-18962.5098,-3482.4219,89.67776544,101.201,-20983.856,-3392.74413456,-24275.3991346
870,-2042.3456,-18991.4846,-3432.3184,88.68650256,103.9094,-21033.8302,-3343.63189744,-24273.5526974
871,-2005.743,-19053.291,-3404.3762,87.59138184,97.3154,-21059.034,-3316.78481816,-24278.5034182
872,-2056.258,-19039.1521,-3434.27,86.785632,94.0712,-21095.4101,-3347.484368,-24348.823268
873,-2013.4178,-19061.5957,-3418.9823,88.10289648,97.7614,-21075.0135,-3330.87940352,-24308.1315035
874,-2004.0267,-19102.4609,-3383.9497,88.1273988,97.4157,-21106.4876,-3295.8223012,-24304.8942012
875,-2025.721,-19036.6349,-3430.8268,86.59326888,97.4028,-21062.3559,-3344.23353112,-24309.1866311
876,-2046.3078,-19026.1572,-3390.4645,85.95790704,87.0815,-21072.465,-3304.50659296,-24289.890093
877,-2047.1998,-19037.203,-3367.6383,86.90431104,93.9061,-21084.4028,-3280.73398896,-24271.230689
878,-2035.5918,-19069.7487,-3364.8167,85.53473136,87.1696,-21105.3405,-3279.28196864,-24297.4528686
879,-2057.2747,-19142.3756,-3347.1449,84.19017528,93.4146,-21199.6503,-3262.95472472,-24369.1904247
880,-2040.4501,-19090.5162,-3369.3363,86.86717488,101.1517,-21130.9663,-3282.46912512,-24312.2837251
881,-2034.1796,-19019.9794,-3394.7432,88.31723112,84.8355,-21054.159,-3306.42596888,-24275.7494689
882,-2031.7236,-19000.7628,-3420.0658,88.69654512,94.5484,-21032.4864,-3331.36925488,-24269.3072549
883,-2049.7859,-19107.2634,-3375.9404,89.1494676,87.9024,-21157.0493,-3286.7909324,-24355.9378324
884,-2057.4666,-19088.1626,-3405.5204,85.38461856,88.7752,-21145.6292,-3320.13578144,-24376.9897814
885,-2022.2482,-19113.0558,-3387.2003,88.58649456,99.9871,-21135.304,-3298.61380544,-24333.9307054
886,-2051.7096,-18955.7477,-3484.7302,88.36141968,91.6825,-21007.4573,-3396.36878032,-24312.1435803
887,-2014.1156,-18933.5199,-3481.5845,89.44277256,91.5143,-20947.6355,-3392.14172744,-24248.2629274
888,-2037.8097,-18965.1885,-3483.2596,88.67356056,106.1643,-21002.9982,-3394.58603944,-24291.4199394
889,-2028.4959,-18982.1936,-3479.9043,87.91001136,86.02,-21010.6895,-3391.99428864,-24316.6637886
890,-2013.0126,-18950.4042,-3515.1198,89.24691384,80.328,-20963.4168,-3425.87288616,-24308.9616862
891,-2016.3749,-18956.8967,-3483.9296,87.68517264,79.1072,-20973.2716,-3396.24442736,-24290.4088274
892,-2056.9533,-18973.964,-3450.0624,87.49119168,81.7741,-21030.9173,-3362.57120832,-24311.7144083
893,-2055.6918,-18977.0519,-3471.9819,87.011982,93.8622,-21032.7437,-3384.969918,-24323.851418
894,-2036.0892,-18934.9589,-3532.7802,85.62414168,82.2877,-20971.0481,-3447.15605832,-24335.9164583
895,-2014.4922,-18945.3778,-3530.6221,88.41996648,97.3589,-20959.87,-3442.20213352,-24304.7132335
896,-2019.202,-19003.6021,-3472.7727,88.31109816,95.2002,-21022.8041,-3384.46160184,-24312.0655018
897,-2043.0637,-18979.9191,-3460.9528,86.50742328,97.5379,-21022.9828,-3374.44537672,-24299.8902767
898,-2047.8826,-18994.5051,-3443.191,87.27160176,88.7951,-21042.3877,-3355.91939824,-24309.5119982
899,-2022.9751,-18948.4651,-3467.5504,88.33339368,79.4641,-20971.4402,-3379.21700632,-24271.1931063
900,-2013.743,-18999.5461,-3480.1862,88.66282536,84.6132,-21013.2891,-3391.52337464,-24320.1992746
901,-2029.5362,-19043.5025,-3387.0807,88.23490776,92.7512,-21073.0387,-3298.84579224,-24279.1332922
902,-2050.2569,-19005.7549,-3476.4279,87.7829328,112.1823,-21056.0118,-3388.6449672,-24332.4744672
903,-2018.7656,-18943.5134,-3500.1485,88.39755648,101.8928,-20962.279,-3411.75094352,-24272.1371435
904,-2032.8138,-18961.0854,-3478.3269,88.2339876,84.9231,-20993.8992,-3390.0929124,-24299.0690124
905,-2056.6822,-18915.6586,-3500.2203,88.78730544,92.9123,-20972.3408,-3411.43299456,-24290.8614946
906,-2031.6455,-19048.168,-3418.2191,86.8582728,93.9401,-21079.8135,-3331.3608272,-24317.2342272
907,-1988.2483,-19109.1382,-3358.8132,87.86676168,76.8596,-21097.3865,-3270.94643832,-24291.4733383
908,-2017.8506,-19143.9089,-3355.9542,87.8310108,92.4209,-21161.7595,-3268.1231892,-24337.4617892
909,-2022.7641,-19081.0292,-3392.3834,87.98836824,90.4468,-21103.7933,-3304.39503176,-24317.7415318
910,-2034.1264,-19043.6972,-3393.7732,88.64866152,91.8358,-21077.8236,-3305.12453848,-24291.1123385
911,-2013.4128,-19032.0075,-3414.7979,87.36777792,92.5519,-21045.4203,-3327.43012208,-24280.2985221
912,-2026.2858,-18903.5128,-3509.983,89.21557656,93.697,-20929.7986,-3420.76742344,-24256.8690234
913,-2020.4243,-19046.6018,-3438.2532,85.91184288,85.5768,-21067.0261,-3352.34135712,-24333.7906571
