GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
1034,-37.3224,0.0,28.7047,-4.09364928,-17.7718,-37.3224,24.61105072,-30.48314928
1035,-38.0433,0.0,29.6036,-3.92963256,-22.0535,-38.0433,25.67396744,-34.42283256
1036,-39.1218,0.0,29.2775,-4.21692264,-18.1302,-39.1218,25.06057736,-32.19142264
1037,-34.6236,0.0,29.5492,-3.65425632,-21.1602,-34.6236,25.89494368,-29.88885632
1038,-39.7325,0.0,26.2927,-4.23916128,-15.6187,-39.7325,22.05353872,-33.29766128
1039,-35.1919,0.0,32.0134,-3.91819896,-21.975,-35.1919,28.09520104,-29.07169896
1040,-33.1928,0.0,29.7684,-3.8074788,-19.654,-33.1928,25.9609212,-26.8858788
1041,-33.2672,0.0,29.0847,-3.42236736,-18.1955,-33.2672,25.66233264,-25.80036736
1042,-36.4163,0.0,33.177,-3.70316232,-22.2533,-36.4163,29.47383768,-29.19576232
1043,-36.2679,0.0,29.8378,-4.09596768,-21.1978,-36.2679,25.74183232,-31.72386768
1044,-35.6815,0.0,34.0029,-3.84411024,-25.1964,-35.6815,30.15878976,-30.71911024
1045,-31.7288,0.0,31.8152,-3.62673216,-24.1898,-31.7288,28.18846784,-27.73013216
1046,-35.1987,0.0,26.7102,-4.05174384,-18.0362,-35.1987,22.65845616,-30.57644384
1047,-35.2855,0.0,30.3707,-3.83675256,-21.3967,-35.2855,26.53394744,-30.14825256
1048,-35.8969,0.0,29.7987,-3.95430192,-19.9914,-35.8969,25.84439808,-30.04390192
1049,-35.6423,0.0,30.1355,-3.95006832,-20.9028,-35.6423,26.18543168,-30.35966832
1050,-33.2543,0.0,33.6436,-3.94293024,-23.2533,-33.2543,29.70066976,-26.80693024
1051,-34.1604,0.0,33.8316,-3.91614048,-24.7875,-34.1604,29.91545952,-29.03244048
1052,-32.4861,0.0,30.2298,-3.88219176,-21.063,-32.4861,26.34760824,-27.20149176
1053,-37.9663,0.0,28.3976,-4.02137208,-18.2975,-37.9663,24.37622792,-31.88757208
1054,-34.7132,0.0,32.4573,-3.99130344,-22.0494,-34.7132,28.46599656,-28.29660344
1055,-32.6876,0.0,31.1203,-4.05822744,-20.6198,-32.6876,27.06207256,-26.24532744
1056,-36.3457,0.0,28.8178,-3.8848968,-17.9749,-36.3457,24.9329032,-29.3876968
1057,-33.5957,0.0,33.6471,-3.92752872,-25.545,-33.5957,29.71957128,-29.42112872
1058,-37.6894,0.0,29.677,-4.03542504,-17.6457,-37.6894,25.64157496,-29.69352504
1059,-36.89,0.0,31.978,-3.9094128,-21.9964,-36.89,28.0685872,-30.8178128
1060,-37.5543,0.0,30.3922,-4.2063588,-20.7652,-37.5543,26.1858412,-32.1336588
1061,-32.638,0.0,31.762,-4.1232168,-21.7154,-32.638,27.6387832,-26.7146168
1062,-34.9778,0.0,32.5503,-4.07230416,-24.3408,-34.9778,28.47799584,-30.84060416
1063,-35.8901,0.0,31.147,-4.26056328,-19.6868,-35.8901,26.88643672,-28.69046328
1064,-33.3696,0.0,32.7814,-3.84358824,-22.8472,-33.3696,28.93781176,-27.27898824
1065,-32.8746,0.0,35.4973,-3.94870104,-26.9555,-32.8746,31.54859896,-28.28150104
1066,-35.9887,0.0,30.3454,-4.13989416,-20.1124,-35.9887,26.20550584,-29.89559416
1067,-33.1483,0.0,30.8138,-3.97029024,-23.1057,-33.1483,26.84350976,-29.41049024
1068,-34.0863,0.0,31.4365,-4.43786544,-23.4591,-34.0863,26.99863456,-30.54676544
1069,-37.1949,0.0,29.8758,-4.19007024,-20.6823,-37.1949,25.68572976,-32.19147024
1070,-34.0817,0.0,31.6985,-3.92107752,-19.5613,-34.0817,27.77742248,-25.86557752
1071,-32.9675,0.0,32.1318,-3.97684944,-21.2528,-32.9675,28.15495056,-26.06534944
1072,-34.3215,0.0,29.2648,-4.32825048,-19.467,-34.3215,24.93654952,-28.85195048
1073,-37.0979,0.0,31.6642,-3.97838808,-21.9675,-37.0979,27.68581192,-31.37958808
1074,-34.1914,0.0,33.3743,-4.21802928,-23.6901,-34.1914,29.15627072,-28.72522928
1075,-36.7441,0.0,29.6155,-4.20273216,-19.6909,-36.7441,25.41276784,-31.02223216
1076,-33.8408,0.0,34.4464,-4.17222288,-24.9685,-33.8408,30.27417712,-28.53512288
1077,-28.9748,0.0,33.701,-4.22034768,-23.8416,-28.9748,29.48065232,-23.33574768
1078,-35.0484,0.0,31.9583,-4.04111664,-23.7181,-35.0484,27.91718336,-30.84931664
1079,-36.8622,0.0,28.8043,-4.0714524,-17.0611,-36.8622,24.7328476,-29.1904524
1080,-36.2733,0.0,30.4205,-4.1039928,-21.8131,-36.2733,26.3165072,-31.7698928
1081,-39.2201,0.0,31.7183,-4.34537064,-22.4503,-39.2201,27.37292936,-34.29747064
1082,-36.1959,0.0,30.1906,-4.15140912,-20.2887,-36.1959,26.03919088,-30.44540912
1083,-35.3844,0.0,30.2025,-4.07143224,-20.9958,-35.3844,26.13106776,-30.24913224
1084,-36.3131,0.0,28.7186,-4.17401064,-20.1003,-36.3131,24.54458936,-31.86881064
1085,-37.3064,0.0,32.5625,-4.054986,-21.481,-37.3064,28.507514,-30.279886
1086,-35.1073,0.0,32.3277,-3.93084864,-22.5239,-35.1073,28.39685136,-29.23434864
1087,-32.8016,0.0,34.9162,-4.03181928,-25.0687,-32.8016,30.88438072,-26.98591928
1088,-34.6366,0.0,34.3384,-3.85577352,-25.1274,-34.6366,30.48262648,-29.28137352
1089,-32.3628,0.0,33.0631,-4.07238768,-24.1885,-32.3628,28.99071232,-27.56058768
1090,-34.7632,0.0,31.4868,-4.08836088,-20.4206,-34.7632,27.39843912,-27.78536088
1091,-29.8756,0.0,34.8952,-3.92444496,-27.0694,-29.8756,30.97075504,-25.97424496
1092,-35.1493,0.0,28.458,-4.09130568,-20.1544,-35.1493,24.36669432,-30.93700568
1093,-32.2157,0.0,29.9287,-3.91842144,-20.4232,-32.2157,26.01027856,-26.62862144
1094,-34.8751,0.0,30.3773,-4.18506048,-20.7852,-34.8751,26.19223952,-29.46806048
1095,-35.8965,0.0,29.1268,-4.20766776,-20.5795,-35.8965,24.91913224,-31.55686776
1096,-32.1767,0.0,29.3664,-4.09658328,-18.8604,-32.1767,25.26981672,-25.76728328
1097,-33.7321,0.0,31.422,-3.90415392,-23.3707,-33.7321,27.51784608,-29.58495392
1098,-36.4808,0.0,30.9911,-4.0449708,-21.3718,-36.4808,26.9461292,-30.9064708
1099,-34.0045,0.0,33.5813,-3.70720728,-23.8448,-34.0045,29.87409272,-27.97520728
1100,-33.7236,0.0,32.9782,-4.18519008,-22.5004,-33.7236,28.79300992,-27.43099008
1101,-36.0744,0.0,27.4193,-4.25026728,-17.7848,-36.0744,23.16903272,-30.69016728
1102,-34.6668,0.0,31.1497,-4.18418136,-19.133,-34.6668,26.96551864,-26.83428136
1103,-35.8772,0.0,30.8032,-4.32270648,-20.7984,-35.8772,26.48049352,-30.19510648
1104,-36.4846,0.0,28.3617,-4.27367592,-18.71,-36.4846,24.08802408,-31.10657592
1105,-33.9343,0.0,34.4046,-3.90180384,-24.0346,-33.9343,30.50279616,-27.46610384
1106,-35.4373,0.0,31.2098,-4.10244696,-22.069,-35.4373,27.10735304,-30.39894696
1107,-33.5523,0.0,31.3422,-4.024008,-22.5076,-33.5523,27.318192,-28.741708
1108,-36.0349,0.0,32.3329,-3.76498944,-22.4324,-36.0349,28.56791056,-29.89938944
1109,-37.6197,0.0,29.7546,-4.17911904,-18.364,-37.6197,25.57548096,-30.40821904
1110,-35.3315,0.0,29.2128,-4.1719428,-19.3204,-35.3315,25.0408572,-29.6110428
1111,-35.1966,0.0,31.9549,-3.90249072,-20.8036,-35.1966,28.05240928,-27.94779072
1112,-35.3843,0.0,27.882,-4.00281696,-18.4195,-35.3843,23.87918304,-29.92461696
1113,-38.113,0.0,30.7805,-4.33071576,-19.2108,-38.113,26.44978424,-30.87401576
1114,-36.7219,0.0,33.9375,-4.15041336,-25.4656,-36.7219,29.78708664,-32.40041336
1115,-38.4015,0.0,26.9953,-4.2840648,-18.0254,-38.4015,22.7112352,-33.7156648
1116,-38.383,0.0,28.8067,-4.10637096,-16.1319,-38.383,24.70032904,-29.81457096
1117,-35.6938,0.0,27.5911,-4.18556592,-18.1211,-35.6938,23.40553408,-30.40936592
1118,-37.5421,0.0,29.5802,-4.11905952,-19.4018,-37.5421,25.46114048,-31.48275952
1119,-38.4465,0.0,31.2853,-4.22409744,-22.4422,-38.4465,27.06120256,-33.82749744
1120,-37.9507,0.0,26.3229,-4.40693784,-13.174,-37.9507,21.91596216,-29.20873784
1121,-35.699,0.0,28.4813,-4.12680456,-19.3072,-35.699,24.35449544,-30.65170456
1122,-36.3124,0.0,30.3422,-4.12525944,-21.7022,-36.3124,26.21694056,-31.79765944
1123,-38.1023,0.0,25.3189,-4.2779484,-14.5814,-38.1023,21.0409516,-31.6427484
1124,-38.0525,0.0,29.0904,-4.05584064,-19.4222,-38.0525,25.03455936,-32.44014064
1125,-37.3457,0.0,29.4095,-4.34084688,-17.3713,-37.3457,25.06865312,-29.64834688
1126,-37.5689,0.0,26.3558,-4.54934808,-18.1025,-37.5689,21.80645192,-33.86494808
1127,-36.928,0.0,31.8486,-4.32885168,-23.9929,-36.928,27.51974832,-33.40115168
1128,-36.5554,0.0,32.8388,-4.03733736,-22.0136,-36.5554,28.80146264,-29.76753736
1129,-35.5121,0.0,28.5926,-4.099356,-18.354,-35.5121,24.493244,-29.372856
1130,-37.8475,0.0,29.9199,-4.2070536,-20.1207,-37.8475,25.7128464,-32.2553536
1131,-32.6658,0.0,29.4478,-4.11856128,-18.5851,-32.6658,25.32923872,-25.92166128
1132,-38.5671,0.0,31.2771,-4.26746376,-22.8835,-38.5671,27.00963624,-34.44096376
1133,-38.0014,0.0,26.5073,-4.33342152,-16.4491,-38.0014,22.17387848,-32.27662152
1134,-37.4968,0.0,28.9237,-4.12457184,-18.7204,-37.4968,24.79912816,-31.41807184
1135,-35.1179,0.0,31.2781,-4.05469008,-24.0264,-35.1179,27.22340992,-31.92089008
1136,-36.9567,0.0,32.8111,-4.17933792,-22.9609,-36.9567,28.63176208,-31.28583792
1137,-36.1339,0.0,31.2335,-4.06855656,-20.1828,-36.1339,27.16494344,-29.15175656
1138,-38.7426,0.0,28.2773,-4.30950816,-18.771,-38.7426,23.96779184,-33.54580816
1139,-36.6815,0.0,30.3081,-4.128732,-22.9111,-36.6815,26.179368,-33.413232
1140,-36.7369,0.0,27.2756,-4.15280664,-17.643,-36.7369,23.12279336,-31.25710664
1141,-37.9076,0.0,28.8343,-4.28532912,-17.7468,-37.9076,24.54897088,-31.10542912
1142,-38.3547,0.0,32.8252,-4.09882752,-21.644,-38.3547,28.72637248,-31.27232752
1143,-40.0519,0.0,28.0311,-4.20678504,-18.8939,-40.0519,23.82431496,-35.12148504
1144,-37.7607,0.0,30.9559,-4.3422984,-22.1028,-37.7607,26.6136016,-33.2498984
1145,-39.1059,0.0,31.2227,-4.2800616,-20.4639,-39.1059,26.9426384,-32.6271616
1146,-36.5792,0.0,30.6055,-4.3390224,-20.6269,-36.5792,26.2664776,-30.9396224
1147,-36.0647,0.0,33.0761,-4.24236456,-22.7713,-36.0647,28.83373544,-30.00226456
1148,-37.967,0.0,28.7386,-4.24220112,-17.0127,-37.967,24.49639888,-30.48330112
1149,-37.3357,0.0,27.5981,-4.40535456,-16.7771,-37.3357,23.19274544,-30.92005456
1150,-37.0161,0.0,32.1102,-4.27770144,-21.9505,-37.0161,27.83249856,-31.13410144
1151,-38.6253,0.0,29.7064,-4.32217152,-20.7685,-38.6253,25.38422848,-34.00957152
1152,-36.3299,0.0,29.7515,-4.27352184,-19.6639,-36.3299,25.47797816,-30.51582184
1153,-37.2533,0.0,29.213,-4.22816688,-22.528,-37.2533,24.98483312,-34.79646688
1154,-34.184,0.0,32.2429,-4.24463832,-22.1895,-34.184,27.99826168,-28.37523832
1155,-35.0395,0.0,29.6244,-4.26677184,-21.0012,-35.0395,25.35762816,-30.68307184
1156,-36.9171,0.0,27.2247,-4.19374008,-15.3337,-36.9171,23.03095992,-29.21984008
1157,-32.4185,0.0,34.0621,-4.107924,-25.1279,-32.4185,29.954176,-27.592224
1158,-37.158,0.0,32.5677,-4.14980136,-21.6083,-37.158,28.41789864,-30.34840136
1159,-35.3372,0.0,29.281,-4.05652032,-18.5793,-35.3372,25.22447968,-28.69202032
1160,-35.853,0.0,29.7495,-4.072482,-18.6194,-35.853,25.677018,-28.795382
1161,-34.6956,0.0,29.3756,-4.30675344,-17.8494,-34.6956,25.06884656,-27.47615344
1162,-33.5366,0.0,31.3404,-4.41726912,-22.2169,-33.5366,26.92313088,-28.83036912
1163,-34.7619,0.0,29.6062,-4.25139408,-19.2398,-34.7619,25.35480592,-28.64689408
1164,-37.3961,0.0,30.6192,-4.30580664,-20.006,-37.3961,26.31339336,-31.08870664
1165,-34.1909,0.0,33.2474,-4.34557872,-25.4251,-34.1909,28.90182128,-30.71417872
1166,-37.9342,0.0,30.5737,-4.26631824,-19.3602,-37.9342,26.30738176,-30.98701824
1167,-34.5655,0.0,31.7438,-4.20204816,-23.4672,-34.5655,27.54175184,-30.49094816
1168,-34.9287,0.0,28.9451,-4.45365792,-22.6077,-34.9287,24.49144208,-33.04495792
1169,-38.8908,0.0,28.1521,-4.38103944,-18.679,-38.8908,23.77106056,-33.79873944
1170,-37.5305,0.0,29.5406,-4.37868504,-19.2974,-37.5305,25.16191496,-31.66598504
1171,-39.158,0.0,29.164,-4.40408232,-18.1075,-39.158,24.75991768,-32.50558232
1172,-35.7933,0.0,27.1236,-4.29164208,-17.7521,-35.7933,22.83195792,-30.71344208
1173,-36.3633,0.0,29.819,-4.1020308,-20.8573,-36.3633,25.7169692,-31.5036308
1174,-37.2643,0.0,28.2515,-4.44910176,-18.4396,-37.2643,23.80239824,-31.90150176
1175,-36.9064,0.0,26.9998,-4.20971616,-15.9529,-36.9064,22.79008384,-30.06921616
1176,-32.9406,0.0,29.2759,-4.08117384,-17.6744,-32.9406,25.19472616,-25.42027384
1177,-31.759,0.0,31.5016,-4.1211612,-19.6891,-31.759,27.3804388,-24.0676612
1178,-37.3625,0.0,30.4047,-4.17653928,-20.5785,-37.3625,26.22816072,-31.71283928
1179,-38.6502,0.0,27.9565,-4.20558984,-16.9132,-38.6502,23.75091016,-31.81248984
1180,-36.4988,0.0,27.5536,-3.95420616,-16.7188,-36.4988,23.59939384,-29.61820616
1181,-36.8493,0.0,30.3644,-4.10934744,-20.6861,-36.8493,26.25505256,-31.28034744
1182,-36.5921,0.0,28.8707,-4.10677992,-15.3782,-36.5921,24.76392008,-27.20637992
1183,-35.4759,0.0,31.1747,-4.25028888,-21.0496,-35.4759,26.92441112,-29.60108888
1184,-35.5249,0.0,31.1254,-4.25402712,-21.7652,-35.5249,26.87137288,-30.41872712
1185,-38.4428,0.0,30.7006,-4.239414,-20.2784,-38.4428,26.461186,-32.260014
1186,-37.3663,0.0,27.6749,-4.17473568,-17.1686,-37.3663,23.50016432,-31.03473568
1187,-34.7286,0.0,32.4121,-4.26171528,-22.4916,-34.7286,28.15038472,-29.06981528
1188,-38.812,0.0,29.1534,-4.19377176,-18.6621,-38.812,24.95962824,-32.51447176
1189,-35.6561,0.0,29.0231,-4.3381512,-18.4712,-35.6561,24.6849488,-29.4423512
1190,-37.4717,0.0,28.815,-4.30732224,-18.3425,-37.4717,24.50767776,-31.30652224
1191,-34.2849,0.0,33.3447,-4.33593504,-25.5337,-34.2849,29.00876496,-30.80983504
1192,-37.2382,0.0,31.0697,-4.42356912,-22.3035,-37.2382,26.64613088,-32.89556912
1193,-35.7609,0.0,28.2224,-4.32786744,-17.5124,-35.7609,23.89453256,-29.37876744
1194,-38.4859,0.0,29.2006,-4.28524128,-17.0984,-38.4859,24.91535872,-30.66894128
1195,-35.5509,0.0,30.2875,-4.17813552,-19.0723,-35.5509,26.10936448,-28.51383552
1196,-38.1492,0.0,28.2511,-4.23285696,-16.8672,-38.1492,24.01824304,-30.99815696
1197,-33.1088,0.0,30.378,-4.32499032,-22.5642,-33.1088,26.05300968,-29.61999032
1198,-35.6047,0.0,28.3091,-4.07301768,-17.922,-35.6047,24.23608232,-29.29061768
1199,-35.6208,0.0,30.2553,-4.20027768,-20.7988,-35.6208,26.05502232,-30.36457768
1200,-33.7231,0.0,31.4329,-4.08595536,-22.4877,-33.7231,27.34694464,-28.86385536
1201,-38.409,0.0,27.008,-4.34809944,-17.4831,-38.409,22.65990056,-33.23219944
1202,-31.1378,0.0,31.8726,-4.02670368,-20.6982,-31.1378,27.84589632,-23.99010368
1203,-39.4848,0.0,29.4437,-4.44089592,-17.859,-39.4848,25.00280408,-32.34099592
1204,-33.6478,0.0,30.0693,-4.23424008,-19.6433,-33.6478,25.83505992,-27.45604008
1205,-33.8643,0.0,30.3048,-4.50723024,-18.9965,-33.8643,25.79756976,-27.06323024
1206,-37.4026,0.0,31.8421,-4.33458792,-22.4661,-37.4026,27.50751208,-32.36118792
1207,-36.0467,0.0,29.7028,-4.18734288,-20.3209,-36.0467,25.51545712,-30.85214288
1208,-36.9103,0.0,31.9194,-4.1282316,-20.6588,-36.9103,27.7911684,-29.7779316
1209,-36.0086,0.0,31.1379,-4.34431728,-18.7568,-36.0086,26.79358272,-27.97181728
1210,-36.2297,0.0,29.5749,-4.2996456,-20.4584,-36.2297,25.2752544,-31.4128456
1211,-37.1704,0.0,30.237,-4.22191296,-19.3315,-37.1704,26.01508704,-30.48681296
1212,-34.0515,0.0,27.6291,-4.28396616,-17.7848,-34.0515,23.34513384,-28.49116616
1213,-35.3773,0.0,32.3698,-4.19259024,-24.0903,-35.3773,28.17720976,-31.29039024
1214,-37.0405,0.0,30.3808,-4.28718096,-19.9254,-37.0405,26.09361904,-30.87228096
1215,-40.5448,0.0,26.8632,-4.25263752,-17.5398,-40.5448,22.61056248,-35.47403752
1216,-35.3766,0.0,29.0305,-4.0906908,-16.9271,-35.3766,24.9398092,-27.3638908
1217,-36.8461,0.0,29.605,-4.06698336,-20.3814,-36.8461,25.53801664,-31.68948336
1218,-35.8654,0.0,29.4588,-4.13290512,-18.4755,-35.8654,25.32589488,-29.01500512
1219,-36.8182,0.0,30.0337,-4.14033912,-19.6643,-36.8182,25.89336088,-30.58913912
1220,-33.8777,0.0,31.5508,-4.29791328,-21.0402,-33.8777,27.25288672,-27.66501328
1221,-37.3216,0.0,32.0849,-4.1971428,-21.5497,-37.3216,27.8877572,-30.9835428
1222,-36.6523,0.0,31.3496,-3.96384912,-20.6604,-36.6523,27.38575088,-29.92694912
1223,-38.4893,0.0,30.2083,-4.1706468,-17.9977,-38.4893,26.0376532,-30.4493468
1224,-37.9893,0.0,30.8124,-4.21609824,-20.6164,-37.9893,26.59630176,-32.00939824
1225,-37.4836,0.0,29.1065,-4.25197872,-18.9565,-37.4836,24.85452128,-31.58557872
1226,-37.7726,0.0,27.9458,-4.03098552,-18.2248,-37.7726,23.91481448,-32.08258552
1227,-38.6615,0.0,30.1651,-4.23108432,-19.9109,-38.6615,25.93401568,-32.63838432
1228,-36.9714,0.0,31.0924,-3.95820864,-20.2054,-36.9714,27.13419136,-30.04260864
1229,-38.6962,0.0,29.3497,-4.07280528,-17.0923,-38.6962,25.27689472,-30.51160528
1230,-38.7785,0.0,29.4144,-3.950406,-19.1908,-38.7785,25.463994,-32.505306
1231,-34.1615,0.0,30.2198,-3.89722392,-19.3888,-34.1615,26.32257608,-27.22772392
1232,-37.7424,0.0,31.8591,-4.0529448,-24.3387,-37.7424,27.8061552,-34.2749448
1233,-37.8603,0.0,29.0958,-4.14383544,-19.1426,-37.8603,24.95196456,-32.05093544
1234,-38.6544,0.0,28.5261,-4.13637624,-17.7393,-38.6544,24.38972376,-32.00397624
1235,-36.3118,0.0,31.1811,-3.94973496,-23.5135,-36.3118,27.23136504,-32.59393496
1236,-36.1429,0.0,29.5884,-4.03639128,-18.7523,-36.1429,25.55200872,-29.34319128
1237,-34.6204,0.0,25.7394,-3.97982592,-17.1679,-34.6204,21.75957408,-30.02872592
1238,-36.1775,0.0,27.2797,-3.95948376,-17.4013,-36.1775,23.32021624,-30.25858376
1239,-37.5213,0.0,30.4913,-3.9382668,-22.062,-37.5213,26.5530332,-33.0302668
1240,-38.8605,0.0,28.5913,-4.19601456,-18.3769,-38.8605,24.39528544,-32.84211456
1241,-37.4398,0.0,26.9571,-3.93416712,-16.5192,-37.4398,23.02293288,-30.93606712
1242,-38.8485,0.0,31.7994,-4.09203576,-20.7879,-38.8485,27.70736424,-31.92903576
1243,-37.9758,0.0,26.6335,-4.16749752,-15.7303,-37.9758,22.46600248,-31.24009752
1244,-38.6196,0.0,27.4257,-4.37803272,-16.3286,-38.6196,23.04766728,-31.90053272
1245,-36.3878,0.0,28.2057,-4.05203832,-19.7999,-36.3878,24.15366168,-32.03403832
1246,-39.0954,0.0,27.2734,-4.32081,-17.3671,-39.0954,22.95259,-33.50991
1247,-37.2262,0.0,30.797,-4.27855896,-22.7371,-37.2262,26.51844104,-33.44485896
1248,-38.4611,0.0,29.9923,-4.19784264,-19.8097,-38.4611,25.79445736,-32.47634264
1249,-36.1712,0.0,25.9011,-4.3631028,-15.2961,-36.1712,21.5379972,-29.9293028
1250,-38.7313,0.0,30.7796,-4.2499224,-19.5408,-38.7313,26.5296776,-31.7424224
1251,-38.1402,0.0,30.7476,-4.25922696,-20.522,-38.1402,26.48837304,-32.17382696
1252,-35.1922,0.0,29.1524,-4.31091864,-19.4478,-35.1922,24.84148136,-29.79851864
1253,-39.2582,0.0,28.7499,-4.1221908,-20.387,-39.2582,24.6277092,-35.0174908
1254,-36.0665,0.0,29.568,-4.25763864,-19.267,-36.0665,25.31036136,-30.02313864
1255,-36.3941,0.0,27.0378,-4.23142704,-18.6894,-36.3941,22.80637296,-32.27712704
1256,-31.8364,0.0,24.6732,-4.17824856,-15.675,-31.8364,20.49495144,-27.01644856
1257,-31.5848,0.0,32.8663,-3.81935232,-24.7317,-31.5848,29.04694768,-27.26955232
1258,-36.9062,0.0,28.6048,-3.96021672,-19.238,-36.9062,24.64458328,-31.49961672
1259,-37.7525,0.0,27.7594,-4.28546952,-18.3049,-37.7525,23.47393048,-32.58346952
1260,-34.1198,0.0,32.1927,-3.74816592,-20.3687,-34.1198,28.44453408,-26.04396592
1261,-35.8394,0.0,31.0621,-4.07737944,-20.8682,-35.8394,26.98472056,-29.72287944
1262,-36.0946,0.0,30.1465,-4.29709968,-21.898,-36.0946,25.84940032,-32.14319968
1263,-37.0093,0.0,30.4877,-4.30206696,-19.6464,-37.0093,26.18563304,-30.47006696
1264,-36.0627,0.0,31.1102,-3.9705804,-19.7673,-36.0627,27.1396196,-28.6903804
1265,-34.7795,0.0,32.277,-4.25183976,-22.237,-34.7795,28.02516024,-28.99133976
1266,-37.1534,0.0,30.8612,-4.03187112,-20.549,-37.1534,26.82932888,-30.87307112
1267,-35.2046,0.0,27.3538,-4.2652692,-18.796,-35.2046,23.0885308,-30.9120692
1268,-35.327,0.0,29.5172,-4.10791896,-22.4124,-35.327,25.40928104,-32.33011896
1269,-39.4749,0.0,30.5706,-4.16941416,-21.7013,-39.4749,26.40118584,-34.77501416
1270,-39.4364,0.0,29.8555,-4.16353896,-19.5592,-39.4364,25.69196104,-33.30363896
1271,-35.1344,0.0,30.5676,-3.98752056,-18.3705,-35.1344,26.58007944,-26.92482056
1272,-32.3175,0.0,25.094,-4.05481248,-14.1656,-32.3175,21.03918752,-25.44391248
1273,-32.962,0.0,29.3989,-4.13665416,-20.2882,-32.962,25.26224584,-27.98795416
1274,-36.7164,0.0,29.4753,-4.1492484,-16.454,-36.7164,25.3260516,-27.8443484
1275,-36.7444,0.0,27.1251,-4.13662824,-17.0218,-36.7444,22.98847176,-30.77772824
1276,-35.3139,0.0,28.771,-4.15805112,-19.0161,-35.3139,24.61294888,-29.71705112
1277,-28.2775,0.0,31.4852,-3.9685788,-21.3815,-28.2775,27.5166212,-22.1423788
1278,-34.9883,0.0,28.7731,-4.14419184,-17.0,-34.9883,24.62890816,-27.35939184
1279,-36.8369,0.0,26.5795,-4.13601912,-15.5483,-36.8369,22.44348088,-29.94171912
1280,-38.2244,0.0,30.6922,-4.15761912,-20.8727,-38.2244,26.53458088,-32.56251912
1281,-37.8391,0.0,32.615,-4.09669272,-22.7628,-37.8391,28.51830728,-32.08359272
1282,-37.7979,0.0,29.8421,-4.10883048,-21.0701,-37.7979,25.73326952,-33.13473048
1283,-36.8216,0.0,29.2053,-4.18715928,-19.5724,-36.8216,25.01814072,-31.37585928
1284,-34.0048,0.0,27.7355,-4.00310856,-18.2346,-34.0048,23.73239144,-28.50700856
1285,-37.1911,0.0,32.3431,-4.10616144,-21.2755,-37.1911,28.23693856,-30.22966144
1286,-36.616,0.0,30.0931,-4.12861824,-18.7891,-36.616,25.96448176,-29.44061824
1287,-35.0892,0.0,31.386,-4.1251392,-21.4148,-35.0892,27.2608608,-29.2431392
1288,-36.2489,0.0,28.6767,-4.1440752,-19.2052,-36.2489,24.5326248,-30.9214752
1289,-33.9555,0.0,26.8636,-4.12609968,-18.091,-33.9555,22.73750032,-29.30899968
1290,-32.9392,0.0,29.709,-3.9875724,-20.2215,-32.9392,25.7214276,-27.4392724
1291,-34.0357,0.0,32.0749,-3.9520368,-21.7996,-34.0357,28.1228632,-27.7124368
1292,-33.9114,0.0,31.547,-4.02210936,-22.1891,-33.9114,27.52489064,-28.57560936
1293,-37.5893,0.0,29.1441,-4.09018248,-18.9688,-37.5893,25.05391752,-31.50418248
1294,-36.9687,0.0,29.1224,-4.35142584,-17.9538,-36.9687,24.77097416,-30.15152584
1295,-35.022,0.0,30.4412,-4.32900144,-19.5673,-35.022,26.11219856,-28.47710144
1296,-37.543,0.0,27.7861,-4.30302456,-16.2348,-37.543,23.48307544,-30.29472456
1297,-37.7108,0.0,26.1832,-4.27101696,-17.0315,-37.7108,21.91218304,-32.83011696
1298,-35.1557,0.0,26.9476,-4.03876584,-17.5079,-35.1557,22.90883416,-29.75476584
1299,-39.5167,0.0,29.3994,-4.24607544,-20.085,-39.5167,25.15332456,-34.44837544
1300,-33.8906,0.0,32.7238,-4.03798824,-24.4395,-33.8906,28.68581176,-29.64428824
1301,-34.9786,0.0,28.485,-4.29816816,-18.2183,-34.9786,24.18683184,-29.01006816
1302,-35.6977,0.0,34.0462,-3.95980344,-22.1081,-35.6977,30.08639656,-27.71940344
1303,-34.8619,0.0,28.4132,-4.34010816,-18.4826,-34.8619,24.07309184,-29.27140816
1304,-34.7262,0.0,29.4573,-3.87872352,-20.8639,-34.7262,25.57857648,-30.01152352
1305,-34.0649,0.0,29.8311,-4.32903384,-20.9734,-34.0649,25.50206616,-29.53623384
1306,-37.403,0.0,32.5343,-4.25542824,-22.9245,-37.403,28.27887176,-32.04862824
1307,-35.1391,0.0,28.7943,-4.23692064,-20.4158,-35.1391,24.55737936,-30.99752064
1308,-37.9236,0.0,33.823,-4.405716,-26.1205,-37.9236,29.417284,-34.626816
1309,-35.8977,0.0,29.6652,-4.20899688,-17.5006,-35.8977,25.45620312,-27.94209688
1310,-31.8937,0.0,32.7644,-4.06312344,-23.8458,-31.8937,28.70127656,-27.03822344
1311,-36.0801,0.0,26.909,-4.3348176,-16.8768,-36.0801,22.5741824,-30.3827176
1312,-35.6213,0.0,28.2603,-4.19920344,-17.5328,-35.6213,24.06109656,-29.09300344
1313,-35.0049,0.0,29.1262,-4.2401916,-19.948,-35.0049,24.8860084,-30.0668916
1314,-38.2266,0.0,30.4256,-4.26205656,-20.7934,-38.2266,26.16354344,-32.85645656
